,title,index,discipline,year,context,files,correctAlternative,alternativesIntroduction,alternatives,dificuldade,tema,subassunto
127,Questão 174 - ENEM 2021,174,matematica,2021,"Após a consulta médica, um paciente deve seguir um tratamento composto por três medicamentos: X, Y e Z. O paciente, para adquirir os três medicamentos, faz um orçamento em três farmácias diferentes, conforme o quadro.

![](https://enem.dev/2021/questions/174/a9b99537-f174-43b1-9ee0-90b5bdfe57ad.png)

Dessas farmácias, algumas oferecem descontos:

*   na compra dos medicamentos X e Y na Farmácia 2, recebe-se um desconto de 20% em ambos os produtos, independentemente da compra do medicamento Z, e não há desconto para o medicamento Z;
*   na compra dos 3 medicamentos na Farmácia 3, recebe-se 20% de desconto no valor total da compra.

O paciente deseja efetuar a compra de modo a minimizar duas despesa com os medicamentos.",['https://enem.dev/2021/questions/174/a9b99537-f174-43b1-9ee0-90b5bdfe57ad.png'],C,"De acordo com as informações fornecidas, o paciente deve comprar os medicamentos da seguinte forma:","[{'letter': 'A', 'text': 'X, Y e Z na Farmácia 1.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': 'X e Y na Farmácia 1, e Z na Farmácia 3.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': 'X e Y na Farmácia 2, e Z na Farmácia 3.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': 'X na Farmácia 2, e Y e Z na Farmácia 3.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': 'X, Y e Z na Farmácia 3.', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Porcentagem
128,Questão 175 - ENEM 2021,175,matematica,2021,"Muitos brinquedos que frequentemente são encontrados em praças e parques públicos apresentam formatos de figuras geométricas bidimensionais e tridimensionais. Uma empresa foi contratada para desenvolver uma nova forma de brinquedo. A proposta apresentada pela empresa foi de uma estrutura formada apenas por hastes metálicas, conectadas umas às outras, como apresentado na figura. As hastes de mesma tonalidade e espessura são congruentes.

![](https://enem.dev/2021/questions/175/604fdc09-c098-44f6-9b6f-002210df4c34.png)",['https://enem.dev/2021/questions/175/604fdc09-c098-44f6-9b6f-002210df4c34.png'],A,"Com base na proposta apresentada, quantas figuras geométricas planas de cada tipo são formadas pela união das hastes?","[{'letter': 'A', 'text': '12 trapézios isósceles e 12 quadrados.', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '24 trapézios isósceles e 12 quadrados.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '12 paralelogramos e 12 quadrados.', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '8 trapézios isósceles', 'file': None, 'isCorrect': False}]",Média,Geometria Espacial,"Volume e Área de Prismas, Cilindros, Cones, Pirâmides e Esferas"
129,Questão 176 - ENEM 2021,176,matematica,2021,"O sistema de numeração romano ainda é utilizado na indicação de capítulos e volumes de livros, na designação de séculos e, em ordem cronológica, de papas e reis de mesmo nome. São utilizadas sete letras do alfabeto:  
Quatro fundamentais: I (vale 1); X (vale 10); C (vale 100) e M (vale 1 000).  
Três secundárias: V (vale 5); L (vale 50); e D (vale 500).

As regras para escrever números romanos são:  
1\. Não existe símbolo correspondente ao zero;  
2\. Os símbolos fundamentais podem ser repetidos até três vezes e seus valores são adicionados. Exemplo: XXX = 30;  
3\. Uma letra posta à esquerda de outra de maior valor indica subtração dos respectivos valores. Exemplo: IX = 10 – 1 = 9;  
4\. Uma letra posta à direita de outra de maior valor indica adição dos respectivos valores. Exemplo: XI = 10 + 1 = 11

Em uma cidade europeia há uma placa indicando o ano de sua fundação: MCDLXIX.",[],D,Quantos anos de fundação essa cidade comemorará em 2050?,"[{'letter': 'A', 'text': '379', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '381', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '579', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '581', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '601', 'file': None, 'isCorrect': False}]",Fácil,Matemática Básica,Operações com números (sistema de numeração romano)
130,Questão 177 - ENEM 2021,177,matematica,2021,"Uma das bases mais utilizadas para representar um número é a base decimal. Entretanto, os computadores trabalham com números na base binária. Nessa base, qualquer número natural é representado usando apenas os algarismos 0 e 1. Por exemplo, as representações dos números 9 e 12, na base binárias, são 1001 e 1100, respectivamente. A operação de adição, na base binária, segue um algoritmo similar ao utilizado na base decimal, como detalhado no quadro:

Por exemplo, na base binária, a soma dos números 10 e 10 é 100, como apresentado:

![](https://enem.dev/2021/questions/177/e82478b8-f2bb-43db-88d0-49359625343c.png)",['https://enem.dev/2021/questions/177/e82478b8-f2bb-43db-88d0-49359625343c.png'],D,"Considerando as informações do texto, o resultado da adição 9 + 12 será representado, na base binária, por","[{'letter': 'A', 'text': '101', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1101', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1111', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '10101', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '11001', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Potenciação/Radiciação
131,Questão 178 - ENEM 2021,178,matematica,2021,"Uma unidade de medida comum usada para a expressar áreas de terrenos de grandes dimensões é o hectare, que equivale a 10 000 m². Um fazendeiro decide fazer um loteamento utilizando 3 hectares de sua fazenda, dos quais 0,9 hectare será usado para a construção de ruas e calçadas e o restante será dividido em terrenos com área de 300 m² cada um. Os 20 primeiros terrenos vendidos terão preços promocionais de R$ 20 000,00 cada, e os demais, R$ 30 000,00 cada.",[],C,"Nas condições estabelecidas, o valor total, em real, obtido, pelo fazendeiro com a venda de todos os terrenos será igual a","[{'letter': 'A', 'text': '700 000', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 600 000', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '1 900 000', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '2 200 000', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '2 800 000', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção / Operações com Frações / Unidades de Medida
132,Questão 179 - ENEM 2021,179,matematica,2021,Uma pessoa produzirá uma fantasia utilizando como materiais: 2 tipos de tecidos diferentes e 5 tipos distintos de pedras ornamentais. Essa pessoa tem à sua disposição 6 tecidos diferentes e 15 pedras ornamentais distintas.,[],A,A quantidade de fantasias com materiais diferentes que podem ser produzidas é representada pela expressão,"[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2021/questions/179/7551285a-0dd2-404f-9756-f6153809bb6b.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2021/questions/179/ec6aed66-8609-4de8-8e4e-e352f8504ff0.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2021/questions/179/e7db8ec1-87ee-4181-8cdc-f3de1667bd46.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2021/questions/179/7e9a8152-4cad-499f-a704-e336986e83a5.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2021/questions/179/0e4dc469-3dcf-46e2-abb9-7218a2ae6fff.png', 'isCorrect': False}]",Média,Combinatória e Trigonometria,Combinação
133,Questão 180 - ENEM 2021,180,matematica,2021,"Os diretores de uma escola precisam construir um laboratório para uso dos alunos. Há duas possibilidades:

(i) um laboratório do tipo A, com capacidade para 100 usuário, a um custo de 180 mil reais e gastos de 60 mil reais por ano para manutenção;

(ii) um laboratório do tipo B, com capacidade para 80 usuários, a um custo de 120 mil reais e gastos com manutenção de 16 mil reais por ano.

Considera-se que, em qualquer caso, o laboratório implantado será utilizado na totalidade de sua capacidade.",[],B,"A economia da escola, na utilização de um laboratório tipo B, em vez de um laboratório tipo A, num período de 4 anos, por usuário, será de","[{'letter': 'A', 'text': '1,31 mil reais', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1,90 mil reais', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '2,30 mil reais', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '2,36 mil reais', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '2,95 mil reais', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
134,Questão 136 - ENEM 2020,136,matematica,2020,"A fabricação da Bandeira Nacional deve obedecer ao descrito na Lei n. 5.700, de 1º de setembro de 1971, que trata dos Símbolos Nacionais. No artigo que se refere às dimensões da Bandeira, observa-se:

“Para cálculos das dimensões, será tomada por base a largura, dividindo-a em 14 (quatorze) partes iguais, sendo que cada uma das partes será considerada uma medida ou um módulo (M). Os demais requisitos dimensionais seguem o critério abaixo:

1.  Comprimento será de vinte módulos (20 M);
2.  A distância dos vértices do losango amarelo ao quadro externo será de um módulo e sete décimos (1,7 M);
3.  O raio do círculo azul no meio do losango amarelo será de três módulos e meio (3,5 M).”

BRASIL, Lei n. 5.700, de 1° de setembro de 1971. Disponível em: www.planalto.gov.br. Acesso em: 15 set. 2015.

A figura indica as cores da bandeira do Brasil e localiza o quadro externo a que se refere a Lei n. 5.700.

![](https://enem.dev/2020/questions/136/d4125f5f-361b-4d70-b868-340dde832d81.png)

Um torcedor, preparando-se para a Copa do Mundo e dispondo de cortes de tecidos verde (180 cm x 150 cm) e  
amarelo (o quanto baste), deseja confeccionar a maior Bandeira Nacional possível a partir das medidas do tecido verde.",['https://enem.dev/2020/questions/136/d4125f5f-361b-4d70-b868-340dde832d81.png'],D,"Qual a medida, em centímetro, do lado do menor quadrado de tecido azul que deverá ser comprado para confecção do círculo da bandeira desejada?","[{'letter': 'A', 'text': '27', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '32', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '53', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '63', 'file': None, 'isCorrect': True}, {'letter': 'E', 'text': '90', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
135,Questão 137 - ENEM 2020,137,matematica,2020,"Uma empresa de ônibus utiliza um sistema de vendas de passagens que fornece a imagem de todos os assentos do ônibus, diferenciando os assentos já vendidos, por uma cor mais escura, dos assentos ainda disponíveis. A empresa monitora, permanentemente, o número de assentos já vendidos e compara-o com o número total de assentos do ônibus para avaliar a necessidade de alocação de veículos extras.

Na imagem tem-se a informação dos assentos já vendidos e dos assentos ainda disponíveis em um determinado instante.

![](https://enem.dev/2020/questions/137/ff9b404e-91ec-42e5-af3a-e9aa62f10112.png)",['https://enem.dev/2020/questions/137/ff9b404e-91ec-42e5-af3a-e9aa62f10112.png'],A,"A razão entre o número de assentos já vendidos e o total de assentos desse ônibus, no instante considerado na image, é","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2020/questions/137/17b0e46c-f67a-4fdb-88d2-c3c62f028274.png', 'isCorrect': True}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2020/questions/137/231c1dc0-6132-49f1-96e9-6122a7ea609b.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2020/questions/137/08971458-249f-4b7b-a76e-58ba41f9b9fa.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2020/questions/137/6387c790-e6aa-43b8-96a5-608f7df083cf.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2020/questions/137/1e9528c7-0911-4685-a8c0-657950a04b5f.png', 'isCorrect': False}]",Fácil,Matemática Básica,Razão e Proporção
136,Questão 138 - ENEM 2020,138,matematica,2020,"A caixa-d’água de um edifício terá a forma de um paralelepípedo retângulo reto com volume igual a 28 080 litros. Em uma maquete que representa o edifício, a caixa d’água tem dimensões 2 cm x 3,51 cm x 4 cm.

Dado: 1 dm3 = 1 L",[],B,A escala usada pelo arquiteto foi,"[{'letter': 'A', 'text': '1 : 10', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 : 100', 'file': None, 'isCorrect': True}, {'letter': 'C', 'text': '1 : 1 000', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '1 : 10 000', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '1 : 100 000', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Escala
137,Questão 139 - ENEM 2020,139,matematica,2020,"Os gráficos representam a produção de peças em uma indústria e as horas trabalhadas dos funcionários no período de cinco dias. Em cada dia, o gerente de produção aplica uma metodologia diferente de trabalho. Seu objetivo é avaliar a metodologia mais eficiente para utilizá-la como modelo nos próximos períodos. Sabe-se que, neste caso, quanto maior for a razão entre o número de peças produzidas e o número de horas trabalhadas, maior será a eficiência da metodologia.

![](https://enem.dev/2020/questions/139/21679558-7757-4d62-8aa4-f22647acf6d6.png)

![](https://enem.dev/2020/questions/139/f2008e36-2cc8-4d8e-8a86-89023b091a80.png)","['https://enem.dev/2020/questions/139/21679558-7757-4d62-8aa4-f22647acf6d6.png', 'https://enem.dev/2020/questions/139/f2008e36-2cc8-4d8e-8a86-89023b091a80.png']",C,Em qual dia foi aplicada a metodologia mais eficiente?,"[{'letter': 'A', 'text': '1', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '2', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '4', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '5', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
138,Questão 140 - ENEM 2020,140,matematica,2020,"O proprietário de um apartamento decidiu instalar porcelanato no piso da sala. Essa sala tem formato retangular com 3,2 m de largura e 3,6 m de comprimento. As peças do porcelanato têm formato de um quadrado com lado medindo 80 cm. Esse porcelanato é vendido em dois tipos de caixas, com os preços indicados a seguir.

*   Caixas do tipo A: 4 unidades de piso, R$ 35,00;
*   Caixas do tipo B: 3 unidades de piso, R$ 27,00.

Na instalação do porcelanato, as peças podem ser recortadas e devem ser assentadas sem espaçamento entre elas, aproveitando-se ao máximo os recortes feitos.",[],C,"A compra que atende às necessidades do proprietário, proporciona a menor sobra de pisos e resulta no menor preço é","[{'letter': 'A', 'text': '5 caixas do tipo A.', 'file': None, 'isCorrect': False}, {'letter': 'B', 'text': '1 caixa do tipo A e 4 caixas do tipo B.', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '3 caixas do tipo A e 1 caixa do tipo B.', 'file': None, 'isCorrect': True}, {'letter': 'D', 'text': '5 caixas do tipo A e 1 caixa do tipo B.', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '6 caixas do tipo B.', 'file': None, 'isCorrect': False}]",Média,Geometria Plana,Áreas de Figuras Planas
139,Questão 141 - ENEM 2020,141,matematica,2020,"Um hotel de 3 andares está sendo construído. Cada andar terá 100 quartos. Os quartos serão numerados de 100 a 399 e cada um terá seu número afixado à porta. Cada número será composto por peças individuais, cada uma simbolizando um único algarismo.",[],A,"Qual a quantidade mínima de peças, simbolizando o algarismo 2, necessárias para identificar o número de todos os quartos?","[{'letter': 'A', 'text': '160', 'file': None, 'isCorrect': True}, {'letter': 'B', 'text': '157', 'file': None, 'isCorrect': False}, {'letter': 'C', 'text': '130', 'file': None, 'isCorrect': False}, {'letter': 'D', 'text': '120', 'file': None, 'isCorrect': False}, {'letter': 'E', 'text': '60', 'file': None, 'isCorrect': False}]",Média,Matemática Básica,Razão e Proporção
140,Questão 142 - ENEM 2020,142,matematica,2020,"O Estatuto do Idoso, no Brasil, prevê certos direitos às pessoas com idade avançada, concedendo a estas, entre outros benefícios, a restituição de imposto de renda antes dos demais contribuintes. A tabela informa os nomes e as idades de 12 idosos que aguardam suas restituições de imposto de renda. Considere que, entre os idosos, a restituição seja concedida em ordem decrescente de idade e que, em subgrupos de pessoas com a mesma idade, a ordem seja decidida por sorteio.

![](https://enem.dev/2020/questions/142/b2b35329-a61a-40a8-a643-097c520ea8bb.png)",['https://enem.dev/2020/questions/142/b2b35329-a61a-40a8-a643-097c520ea8bb.png'],E,"Nessas condições, a probabilidade de João ser a sétima pessoa do grupo a receber sua restituição é igual a","[{'letter': 'A', 'text': None, 'file': 'https://enem.dev/2020/questions/142/5815f253-790c-489e-aa9e-8b734eca7eba.png', 'isCorrect': False}, {'letter': 'B', 'text': None, 'file': 'https://enem.dev/2020/questions/142/28e9c57b-3044-4216-8654-9b6058c015f3.png', 'isCorrect': False}, {'letter': 'C', 'text': None, 'file': 'https://enem.dev/2020/questions/142/168da0c8-5c83-4d49-a935-878c5999aef4.png', 'isCorrect': False}, {'letter': 'D', 'text': None, 'file': 'https://enem.dev/2020/questions/142/a70cee23-ba5d-4f3c-b76d-8a86b13bdb6b.png', 'isCorrect': False}, {'letter': 'E', 'text': None, 'file': 'https://enem.dev/2020/questions/142/c1567e92-2b0f-4ee8-9b31-81dc1cdc1be6.png', 'isCorrect': True}]",Difícil,Estatística e Probabilidade,Probabilidade Simples e Condicional
